"access_date";"content_main_theme";"access_state";"access_city";"count"
2025-05-03;Dengue;PR;PIRAQUARA;1
2025-05-03;Dengue;BA;SALVADOR;1
2025-05-03;Dengue;SP;SAO PAULO;45
2025-05-03;Dengue;RS;CANOAS;1
2025-05-03;Dengue;RJ;RIO DE JANEIRO;8
2025-05-03;Dengue;RR;BOA VISTA;1
2025-05-03;Dengue;MG;JUIZ DE FORA;1
2025-05-04;Dengue;RS;CANOAS;2
2025-05-04;Dengue;MG;ALPINOPOLIS;1
2025-05-04;Dengue;DF;BRASILIA;7
2025-05-04;Dengue;RJ;RIO DE JANEIRO;5
2025-05-04;Dengue;PR;MARINGA;1
2025-05-04;Dengue;PA;BELEM;1
2025-05-04;Dengue;SP;OSASCO;5
2025-05-04;Dengue;MG;BELO HORIZONTE;18
2025-05-04;Dengue;SP;SANTO ANDRE;1
2025-05-04;Dengue;SP;SAO PAULO;37
2025-05-04;Dengue;SP;RIBEIRAO PRETO;4
2025-05-04;Dengue;MG;JUIZ DE FORA;2
2025-05-04;Dengue;AM;MANAUS;1
2025-05-04;Dengue;RS;GRAMADO;2
2025-05-04;Dengue;SP;PITANGUEIRAS;2
2025-05-04;Dengue;RJ;NITEROI;1
2025-05-04;Dengue;MG;CONTAGEM;3
2025-05-04;Dengue;BA;SALVADOR;5
2025-05-04;Dengue;MG;UBERLANDIA;1
2025-05-04;Dengue;RS;VERANOPOLIS;1
2025-05-04;Dengue;SC;ARARANGUA;1
2025-05-04;Dengue;PR;CURITIBA;7
2025-05-04;Dengue;PR;CATANDUVAS;1
2025-05-04;Dengue;RS;SANTA MARIA;1
2025-05-04;Dengue;MG;SACRAMENTO;1
2025-05-04;Dengue;RS;ALVORADA;1
2025-05-04;Dengue;RS;PORTO ALEGRE;11
2025-05-04;Dengue;MG;INDIANOPOLIS;1
2025-05-05;Dengue;RS;PORTO ALEGRE;19
2025-05-05;Dengue;PR;CURITIBA;8
2025-05-05;Dengue;MG;CARATINGA;1
2025-05-05;Dengue;DF;BRASILIA;10
2025-05-05;Dengue;RS;SANTO ANTONIO DA PATRULHA;1
2025-05-05;Dengue;MG;PEDRO LEOPOLDO;1
2025-05-05;Dengue;PR;SAO JOSE DOS PINHAIS;1
2025-05-05;Dengue;SP;BARUERI;1
2025-05-05;Dengue;SP;DIADEMA;1
2025-05-05;Dengue;PE;FLORESTA;1
2025-05-05;Dengue;RS;SANTA MARIA;1
2025-05-05;Dengue;BA;SALVADOR;6
2025-05-05;Dengue;MG;CONTAGEM;1
2025-05-05;Dengue;SP;OSASCO;5
2025-05-05;Dengue;RS;PASSO FUNDO;1
2025-05-05;Dengue;PR;FLORIDA;1
2025-05-05;Dengue;RS;VERANOPOLIS;1
2025-05-05;Dengue;SP;RIO CLARO;1
2025-05-05;Dengue;SP;MOGI DAS CRUZES;2
2025-05-05;Dengue;MG;UBERLANDIA;1
2025-05-05;Dengue;MG;BELO HORIZONTE;19
2025-05-05;Dengue;PB;TAVARES;1
2025-05-05;Dengue;SP;SAO PAULO;45
2025-05-05;Dengue;RJ;MAGE;1
2025-05-05;Dengue;RS;ALEGRETE;1
2025-05-05;Dengue;SP;FRANCISCO MORATO;1
2025-05-05;Dengue;MG;NOVA LIMA;3
2025-05-05;Dengue;RJ;ITAGUAI;1
2025-05-05;Dengue;RJ;RIO DE JANEIRO;10
2025-05-05;Dengue;SP;GUARAREMA;1
2025-05-05;Dengue;MG;JUIZ DE FORA;1
2025-05-05;Dengue;RS;SANTA CRUZ DO SUL;1
2025-05-05;Dengue;AM;MANAUS;2
2025-05-05;Dengue;GO;CATALAO;1
2025-05-05;Dengue;PA;BELEM;5
2025-05-05;Dengue;SP;RIBEIRAO PRETO;2
2025-05-05;Dengue;SP;SAO BERNARDO DO CAMPO;1
2025-05-05;Dengue;MG;MATEUS LEME;1
2025-05-05;Dengue;MG;UBERABA;1
2025-05-06;Dengue;PR;CURITIBA;5
2025-05-06;Dengue;AM;MANAUS;3
2025-05-06;Dengue;BA;SALVADOR;4
2025-05-06;Dengue;DF;BRASILIA;11
2025-05-06;Dengue;RS;MATO CASTELHANO;1
2025-05-06;Dengue;SP;GUARULHOS;1
2025-05-06;Dengue;SP;OSASCO;1
2025-05-06;Dengue;RS;SANTA CRUZ DO SUL;1
2025-05-06;Dengue;RS;SANTA MARIA;1
2025-05-06;Dengue;MG;NOVA LIMA;1
2025-05-06;Dengue;RS;PORTO ALEGRE;18
2025-05-06;Dengue;RS;PASSO FUNDO;1
2025-05-06;Dengue;RJ;RIO DE JANEIRO;9
2025-05-06;Dengue;SC;CAPINZAL;1
2025-05-06;Dengue;RS;ALVORADA;1
2025-05-06;Dengue;RJ;DUQUE DE CAXIAS;1
2025-05-06;Dengue;RR;BOA VISTA;1
2025-05-06;Dengue;PR;SARANDI;1
2025-05-06;Dengue;MG;UBERLANDIA;1
2025-05-06;Dengue;RS;IJUI;2
2025-05-06;Dengue;MG;CAETE;1
2025-05-06;Dengue;SP;SAO PAULO;32
2025-05-06;Dengue;MG;JUIZ DE FORA;2
2025-05-06;Dengue;MG;BELO HORIZONTE;17
2025-05-06;Dengue;SP;SAO BERNARDO DO CAMPO;1
2025-05-06;Dengue;SP;MAUA;2
2025-05-06;Dengue;PR;MARIALVA;1
2025-05-06;Dengue;MG;NANUQUE;1
2025-05-07;Dengue;MG;UBERLANDIA;1
2025-05-07;Dengue;RJ;RIO DE JANEIRO;19
2025-05-07;Dengue;SP;RIBEIRAO PRETO;2
2025-05-07;Dengue;SP;SAO PAULO;40
2025-05-07;Dengue;PR;CURITIBA;8
2025-05-07;Dengue;BA;SALVADOR;3
2025-05-07;Dengue;RS;ALVORADA;1
2025-05-07;Dengue;RS;CAXIAS DO SUL;1
2025-05-07;Dengue;RS;CANOAS;3
2025-05-07;Dengue;RS;GRAVATAI;1
2025-05-07;Dengue;MG;NOVA LIMA;2
2025-05-07;Dengue;RS;ALEGRETE;2
2025-05-07;Dengue;SP;GUARULHOS;1
2025-05-07;Dengue;SP;SANTO ANDRE;2
2025-05-07;Dengue;AM;MANAUS;1
2025-05-07;Dengue;SP;OSASCO;2
2025-05-07;Dengue;RS;SARANDI;1
2025-05-07;Dengue;PA;BELEM;1
2025-05-07;Dengue;DF;BRASILIA;13
2025-05-07;Dengue;RS;BARRA DO RIBEIRO;2
2025-05-07;Dengue;RS;SANTA MARIA;2
2025-05-07;Dengue;MG;SANTA LUZIA;1
2025-05-07;Dengue;RS;PASSO FUNDO;1
2025-05-07;Dengue;GO;CATALAO;3
2025-05-07;Dengue;MG;ARAGUARI;1
2025-05-07;Dengue;CE;LIMOEIRO DO NORTE;1
2025-05-07;Dengue;RS;VERANOPOLIS;1
2025-05-07;Dengue;RS;NOVA PRATA;1
2025-05-07;Dengue;PR;MARINGA;1
2025-05-07;Dengue;PB;REMIGIO;1
2025-05-07;Dengue;MG;JUIZ DE FORA;1
2025-05-07;Dengue;SP;FERRAZ DE VASCONCELOS;1
2025-05-07;Dengue;RS;PORTO ALEGRE;17
2025-05-07;Dengue;MG;BELO HORIZONTE;17
2025-05-07;Dengue;RS;RIO PARDO;1
2025-05-07;Dengue;CE;JAGUARIBE;1
2025-05-08;Dengue;SP;OSASCO;3
2025-05-08;Dengue;SP;SAO PAULO;32
2025-05-08;Dengue;BA;SALVADOR;3
2025-05-08;Dengue;RJ;RIO DE JANEIRO;15
2025-05-08;Dengue;MG;UBERLANDIA;1
2025-05-08;Dengue;MG;BELO HORIZONTE;20
2025-05-08;Dengue;RJ;DUQUE DE CAXIAS;1
2025-05-08;Dengue;PR;MARINGA;1
2025-05-08;Dengue;RS;SANTA CRUZ DO SUL;1
2025-05-08;Dengue;MG;PRATA;1
2025-05-08;Dengue;MG;NOVA LIMA;1
2025-05-08;Dengue;SP;SAO CAETANO DO SUL;1
2025-05-08;Dengue;SP;MARILIA;1
2025-05-08;Dengue;SP;MAUA;2
2025-05-08;Dengue;RS;SAPUCAIA DO SUL;1
2025-05-08;Dengue;MG;JUIZ DE FORA;2
2025-05-08;Dengue;RS;IJUI;1
2025-05-08;Dengue;MG;BRUMADINHO;1
2025-05-08;Dengue;MG;TEOFILO OTONI;1
2025-05-08;Dengue;PR;MARIALVA;1
2025-05-08;Dengue;SP;ARUJA;1
2025-05-08;Dengue;RS;PASSO FUNDO;1
2025-05-08;Dengue;MG;CONTAGEM;1
2025-05-08;Dengue;RS;PORTO ALEGRE;17
2025-05-08;Dengue;SP;BARUERI;2
2025-05-08;Dengue;DF;BRASILIA;8
2025-05-08;Dengue;SP;MOGI DAS CRUZES;2
2025-05-08;Dengue;SC;ROMELANDIA;1
2025-05-08;Dengue;PB;REMIGIO;1
2025-05-08;Dengue;RS;CANOAS;2
2025-05-08;Dengue;SP;SAO BERNARDO DO CAMPO;1
2025-05-08;Dengue;RS;NOVA PRATA;1
2025-05-08;Dengue;GO;CAMPO ALEGRE DE GOIAS;1
2025-05-08;Dengue;PR;CURITIBA;6
2025-05-08;Dengue;RJ;PIRAI;1
2025-05-08;Dengue;SP;SANTO ANDRE;3
2025-05-08;Dengue;RS;RODEIO BONITO;1
2025-05-08;Dengue;RS;CAXIAS DO SUL;3
2025-05-08;Dengue;GO;CATALAO;1
2025-05-08;Dengue;SC;TUNAPOLIS;1
2025-05-08;Dengue;MG;INDIANOPOLIS;2
2025-05-08;Dengue;PR;PINHAIS;1
2025-05-08;Dengue;MG;RIBEIRAO DAS NEVES;1
2025-05-09;Dengue;DF;BRASILIA;9
2025-05-09;Dengue;MG;BELO HORIZONTE;14
2025-05-09;Dengue;AM;MANAUS;3
2025-05-09;Dengue;SP;SANTO ANDRE;2
2025-05-09;Dengue;PA;BELEM;3
2025-05-09;Dengue;MG;BETIM;1
2025-05-09;Dengue;SP;SAO BERNARDO DO CAMPO;3
2025-05-09;Dengue;RJ;ITALVA;1
2025-05-09;Dengue;SP;OSASCO;5
2025-05-09;Dengue;AM;IRANDUBA;1
2025-05-09;Dengue;MG;UBERABA;1
2025-05-09;Dengue;SP;SAO PAULO;38
2025-05-09;Dengue;BA;SALVADOR;4
2025-05-09;Dengue;RS;PORTO ALEGRE;7
2025-05-09;Dengue;SC;CAPINZAL;2
2025-05-09;Dengue;RJ;RIO DE JANEIRO;13
2025-05-09;Dengue;GO;CATALAO;1
2025-05-09;Dengue;MG;JUIZ DE FORA;1
2025-05-09;Dengue;SP;BARRINHA;1
2025-05-09;Dengue;SP;DIADEMA;1
2025-05-09;Dengue;RS;IJUI;2
2025-05-09;Dengue;SP;MARILIA;1
2025-05-09;Dengue;PR;CURITIBA;4
2025-05-09;Dengue;RR;BOA VISTA;3
2025-05-09;Dengue;CE;JAGUARIBE;1
2025-05-09;Dengue;RS;SANTA CRUZ DO SUL;1
2025-05-09;Dengue;SP;RIBEIRAO PRETO;2
2025-05-09;Dengue;SP;SAO CAETANO DO SUL;1
2025-05-09;Dengue;RS;VERANOPOLIS;1
2025-05-09;Dengue;RJ;CAMPOS DOS GOYTACAZES;1
2025-05-09;Dengue;MG;SACRAMENTO;1
2025-05-09;Dengue;PR;MARINGA;1
2025-05-10;Dengue;SP;SAO PAULO;37
2025-05-10;Dengue;SP;RIBEIRAO PRETO;1
2025-05-10;Dengue;MG;NOVA LIMA;1
2025-05-10;Dengue;SP;BARUERI;1
2025-05-10;Dengue;MG;BELO HORIZONTE;10
2025-05-10;Dengue;BA;SALVADOR;2
2025-05-10;Dengue;MG;JUIZ DE FORA;4
2025-05-10;Dengue;SP;SERTAOZINHO;2
2025-05-10;Dengue;RJ;RIO DE JANEIRO;11
2025-05-10;Dengue;RS;PASSO FUNDO;1
2025-05-10;Dengue;RS;PORTO ALEGRE;7
2025-05-10;Dengue;SP;OSASCO;5
2025-05-10;Dengue;SP;SANTANA DE PARNAIBA;1
2025-05-10;Dengue;DF;BRASILIA;4
2025-05-10;Dengue;RR;BOA VISTA;1
2025-05-10;Dengue;RS;SANTA MARIA;3
2025-05-10;Dengue;RJ;VOLTA REDONDA;1
2025-05-10;Dengue;SC;SAO MIGUEL DO OESTE;1
2025-05-10;Dengue;RS;GARIBALDI;1
2025-05-10;Dengue;MG;CONTAGEM;1
2025-05-10;Dengue;PB;CAMPINA GRANDE;1
2025-05-10;Dengue;SP;SANTO ANDRE;1
2025-05-10;Dengue;RJ;DUQUE DE CAXIAS;2
2025-05-10;Dengue;ES;ARACRUZ;1
2025-05-10;Dengue;RS;IJUI;2
2025-05-10;Dengue;PR;CURITIBA;5
2025-05-10;Dengue;RJ;NITEROI;1
2025-05-10;Dengue;SP;SAO BERNARDO DO CAMPO;3
2025-05-10;Dengue;PA;BELEM;3
2025-05-10;Dengue;RS;CAXIAS DO SUL;1
2025-05-10;Dengue;MG;BETIM;1
2025-05-10;Dengue;MG;UBERLANDIA;1
2025-05-10;Dengue;SP;MAUA;1
2025-05-10;Dengue;RJ;QUEIMADOS;1
2025-05-10;Dengue;RS;GRAVATAI;1
2025-05-10;Dengue;RS;ALVORADA;1
2025-05-11;Dengue;DF;BRASILIA;3
2025-05-11;Dengue;SP;SAO PAULO;39
2025-05-11;Dengue;RS;CANOAS;1
2025-05-11;Dengue;PR;MARINGA;1
2025-05-11;Dengue;BA;SALVADOR;6
2025-05-11;Dengue;SP;CRAVINHOS;1
2025-05-11;Dengue;SP;OSASCO;2
2025-05-11;Dengue;SP;ITAQUAQUECETUBA;1
2025-05-11;Dengue;PA;BELEM;1
2025-05-11;Dengue;RS;PASSO FUNDO;2
2025-05-11;Dengue;MG;UBERLANDIA;1
2025-05-11;Dengue;MG;BRUMADINHO;1
2025-05-11;Dengue;SP;GUARULHOS;1
2025-05-11;Dengue;MG;JUIZ DE FORA;1
2025-05-11;Dengue;SP;MARILIA;1
2025-05-11;Dengue;MG;MATEUS LEME;1
2025-05-11;Dengue;MG;BELO HORIZONTE;8
2025-05-11;Dengue;RS;PORTO ALEGRE;10
2025-05-11;Dengue;SP;RIBEIRAO PRETO;4
2025-05-11;Dengue;SP;BARUERI;1
2025-05-11;Dengue;PR;CURITIBA;4
2025-05-11;Dengue;RJ;RIO DE JANEIRO;7
2025-05-11;Dengue;RJ;DUQUE DE CAXIAS;1
2025-05-12;Dengue;RS;PORTO ALEGRE;17
2025-05-12;Dengue;SP;OSASCO;5
2025-05-12;Dengue;DF;BRASILIA;9
2025-05-12;Dengue;SP;SERTAOZINHO;1
2025-05-12;Dengue;MG;BELO HORIZONTE;11
2025-05-12;Dengue;MG;PEDRO LEOPOLDO;1
2025-05-12;Dengue;RS;CRUZ ALTA;1
2025-05-12;Dengue;BA;SALVADOR;8
2025-05-12;Dengue;RS;ROSARIO DO SUL;1
2025-05-12;Dengue;SP;GUARULHOS;1
2025-05-12;Dengue;SP;SAO PAULO;34
2025-05-12;Dengue;RS;VERANOPOLIS;1
2025-05-12;Dengue;PA;BELEM;1
2025-05-12;Dengue;PR;CURITIBA;5
2025-05-12;Dengue;RJ;RIO DE JANEIRO;15
2025-05-12;Dengue;SP;SAO BERNARDO DO CAMPO;1
2025-05-12;Dengue;RS;GUAIBA;1
2025-05-12;Dengue;PR;SAO JOSE DOS PINHAIS;1
2025-05-12;Dengue;RS;FELIZ;2
2025-05-12;Dengue;MG;UBERLANDIA;3
2025-05-12;Dengue;MG;UBERABA;2
2025-05-12;Dengue;SP;RIBEIRAO PRETO;5
2025-05-12;Dengue;RS;BARRA DO RIBEIRO;1
2025-05-12;Dengue;RS;PASSO FUNDO;3
2025-05-12;Dengue;SP;MOGI DAS CRUZES;1
2025-05-12;Dengue;RS;CANOAS;1
2025-05-12;Dengue;RS;CAXIAS DO SUL;1
2025-05-12;Dengue;RS;IJUI;3
2025-05-12;Dengue;ES;DORES DO RIO PRETO;1
2025-05-12;Dengue;GO;CAMPO ALEGRE DE GOIAS;1
2025-05-12;Dengue;SC;PASSO DE TORRES;1
2025-05-12;Dengue;RS;VENANCIO AIRES;2
2025-05-12;Dengue;RS;SANTA MARIA;1
2025-05-12;Dengue;SC;CAPINZAL;1
2025-05-12;Dengue;RS;SAO SEPE;1
2025-05-12;Dengue;MG;NOVA LIMA;1
2025-05-12;Dengue;MG;JUIZ DE FORA;2
2025-05-13;Dengue;AM;MANAUS;2
2025-05-13;Dengue;RJ;RIO DE JANEIRO;14
2025-05-13;Dengue;DF;BRASILIA;10
2025-05-13;Dengue;MG;UBERABA;1
2025-05-13;Dengue;SP;ITAQUAQUECETUBA;1
2025-05-13;Dengue;SP;RIBEIRAO PRETO;1
2025-05-13;Dengue;MG;ITAGUARA;1
2025-05-13;Dengue;PB;SANTA HELENA;1
2025-05-13;Dengue;ES;ARACRUZ;1
2025-05-13;Dengue;SP;OSASCO;3
2025-05-13;Dengue;SP;MARILIA;1
2025-05-13;Dengue;BA;SALVADOR;4
2025-05-13;Dengue;SP;POA;1
2025-05-13;Dengue;MG;ALPINOPOLIS;1
2025-05-13;Dengue;RS;SANTA MARIA;1
2025-05-13;Dengue;PB;REMIGIO;1
2025-05-13;Dengue;PR;CURITIBA;5
2025-05-13;Dengue;RS;SANTA CRUZ DO SUL;1
2025-05-13;Dengue;RS;URUGUAIANA;1
2025-05-13;Dengue;RS;IJUI;1
2025-05-13;Dengue;SP;SAO PAULO;41
2025-05-13;Dengue;RS;PASSO FUNDO;3
2025-05-13;Dengue;RS;PORTO ALEGRE;15
2025-05-13;Dengue;MG;BELO HORIZONTE;7
2025-05-13;Dengue;SP;SAO BERNARDO DO CAMPO;1
2025-05-13;Dengue;AM;SAO PAULO;1
2025-05-13;Dengue;PA;BELEM;3
2025-05-13;Dengue;RJ;VOLTA REDONDA;1
2025-05-13;Dengue;MG;JUIZ DE FORA;1
2025-05-13;Dengue;RJ;DUQUE DE CAXIAS;1
2025-05-13;Dengue;GO;CATALAO;1
2025-05-13;Dengue;RS;VENANCIO AIRES;1
2025-05-13;Dengue;SP;ARUJA;1
2025-05-14;Dengue;AM;MANAUS;2
2025-05-14;Dengue;RS;PORTO ALEGRE;15
2025-05-14;Dengue;PB;TAVARES;1
2025-05-14;Dengue;SP;SUZANO;1
2025-05-14;Dengue;SP;OSASCO;4
2025-05-14;Dengue;RJ;RIO DE JANEIRO;9
2025-05-14;Dengue;DF;BRASILIA;4
2025-05-14;Dengue;RS;CAXIAS DO SUL;1
2025-05-14;Dengue;SP;SANTO ANDRE;1
2025-05-14;Dengue;PA;BELEM;1
2025-05-14;Dengue;SP;RIBEIRAO PRETO;4
2025-05-14;Dengue;RS;GRAVATAI;1
2025-05-14;Dengue;MG;UBERLANDIA;1
2025-05-14;Dengue;MG;UBERABA;1
2025-05-14;Dengue;RS;IJUI;2
2025-05-14;Dengue;PR;CURITIBA;5
2025-05-14;Dengue;MG;CONTAGEM;1
2025-05-14;Dengue;BA;SALVADOR;7
2025-05-14;Dengue;SP;SAO PAULO;33
2025-05-14;Dengue;SP;BARUERI;2
2025-05-14;Dengue;MG;BELO HORIZONTE;10
2025-05-14;Dengue;RS;ALVORADA;1
2025-05-14;Dengue;PR;SAO JOSE DOS PINHAIS;1
2025-05-14;Dengue;RS;VERANOPOLIS;1
2025-05-14;Dengue;PR;FLORIDA;1
2025-05-14;Dengue;RS;SANTA MARIA;2
2025-05-14;Dengue;PR;ASTORGA;1
2025-05-15;Dengue;MG;BELO HORIZONTE;14
2025-05-15;Dengue;PR;SANTA HELENA;1
2025-05-15;Dengue;RS;PORTO ALEGRE;24
2025-05-15;Dengue;SP;SAO PAULO;36
2025-05-15;Dengue;MG;MATEUS LEME;1
2025-05-15;Dengue;RJ;CAMPOS DOS GOYTACAZES;1
2025-05-15;Dengue;PB;QUEIMADAS;1
2025-05-15;Dengue;PA;BELEM;2
2025-05-15;Dengue;MG;RIBEIRAO DAS NEVES;1
2025-05-15;Dengue;PR;CURITIBA;4
2025-05-15;Dengue;SP;SUZANO;1
2025-05-15;Dengue;BA;SALVADOR;5
2025-05-15;Dengue;MG;JUIZ DE FORA;2
2025-05-15;Dengue;RJ;RIO DE JANEIRO;9
2025-05-15;Dengue;RJ;GUAPIMIRIM;1
2025-05-15;Dengue;PA;ANANINDEUA;2
2025-05-15;Dengue;RS;SAO SEPE;1
2025-05-15;Dengue;PR;PINHAIS;1
2025-05-15;Dengue;PR;SAO JOSE DOS PINHAIS;1
2025-05-15;Dengue;MG;TEOFILO OTONI;1
2025-05-15;Dengue;SP;OSASCO;4
2025-05-15;Dengue;PR;ADRIANOPOLIS;1
2025-05-15;Dengue;RS;SAPUCAIA DO SUL;2
2025-05-15;Dengue;SP;RIO GRANDE DA SERRA;1
2025-05-15;Dengue;MG;UBERLANDIA;3
2025-05-15;Dengue;DF;BRASILIA;4
2025-05-15;Dengue;RS;ESTEIO;1
2025-05-15;Dengue;MG;UBERABA;2
2025-05-15;Dengue;RJ;NILOPOLIS;1
2025-05-15;Dengue;AM;MANAUS;1
2025-05-15;Dengue;BA;DOM BASILIO;1
2025-05-15;Dengue;SP;SANTO ANDRE;1
2025-05-15;Dengue;PR;FLORIDA;1
2025-05-15;Dengue;MG;CONTAGEM;1
2025-05-15;Dengue;RS;SANTO ANTONIO DA PATRULHA;2
2025-05-15;Dengue;MG;NOVA MODICA;1
2025-05-15;Dengue;SC;SANTA ROSA DO SUL;1
2025-05-15;Dengue;MG;ALPINOPOLIS;1
2025-05-16;Dengue;SP;SAO PAULO;32
2025-05-16;Dengue;RS;PASSO FUNDO;1
2025-05-16;Dengue;RS;PORTO ALEGRE;16
2025-05-16;Dengue;MG;NOVA LIMA;1
2025-05-16;Dengue;PA;BELEM;6
2025-05-16;Dengue;RS;IJUI;2
2025-05-16;Dengue;GO;CATALAO;2
2025-05-16;Dengue;MG;BELO HORIZONTE;3
2025-05-16;Dengue;RS;GRAMADO;2
2025-05-16;Dengue;PR;SAO JOSE DOS PINHAIS;1
2025-05-16;Dengue;MG;JUIZ DE FORA;1
2025-05-16;Dengue;MG;UBERLANDIA;2
2025-05-16;Dengue;RS;RIO PARDO;1
2025-05-16;Dengue;RJ;RIO DE JANEIRO;6
2025-05-16;Dengue;RS;CAXIAS DO SUL;1
2025-05-16;Dengue;PR;CURITIBA;9
2025-05-16;Dengue;DF;BRASILIA;7
2025-05-16;Dengue;SP;OSASCO;6
2025-05-16;Dengue;RS;CANOAS;2
2025-05-16;Dengue;SC;SAO MIGUEL DO OESTE;2
2025-05-16;Dengue;MG;UBERABA;1
2025-05-16;Dengue;BA;SALVADOR;6
2025-05-16;Dengue;AM;MANAUS;1
2025-05-16;Dengue;RS;VERANOPOLIS;1
2025-05-16;Dengue;PR;PINHAIS;1
2025-05-17;Dengue;RS;PORTO ALEGRE;5
2025-05-17;Dengue;SP;OSASCO;3
2025-05-17;Dengue;SP;JABOTICABAL;1
2025-05-17;Dengue;DF;BRASILIA;9
2025-05-17;Dengue;SP;SAO PAULO;27
2025-05-17;Dengue;AM;MANAUS;1
2025-05-17;Dengue;RJ;RIO DE JANEIRO;13
2025-05-17;Dengue;RJ;NITEROI;1
2025-05-17;Dengue;MG;BELO HORIZONTE;10
2025-05-17;Dengue;PR;CURITIBA;7
2025-05-17;Dengue;SP;RIBEIRAO PRETO;1
2025-05-17;Dengue;RS;ESTEIO;1
2025-05-17;Dengue;SP;MAUA;1
2025-05-17;Dengue;MG;NOVA PONTE;1
2025-05-17;Dengue;ES;ARACRUZ;1
2025-05-17;Dengue;PB;TAPEROA;2
2025-05-17;Dengue;RS;GRAMADO;1
2025-05-17;Dengue;SP;FRANCISCO MORATO;1
2025-05-17;Dengue;SP;SAO CAETANO DO SUL;1
2025-05-17;Dengue;BA;SALVADOR;4
2025-05-17;Dengue;SC;TURVO;2
2025-05-17;Dengue;RS;ALVORADA;1
2025-05-17;Dengue;PA;BELEM;3
2025-05-17;Dengue;PB;TAVARES;2
2025-05-17;Dengue;MG;ALPINOPOLIS;1
2025-05-17;Dengue;MG;CONTAGEM;1
2025-05-17;Dengue;MG;UBERLANDIA;4
2025-05-17;Dengue;RS;CAXIAS DO SUL;1
2025-05-18;Dengue;PR;CURITIBA;6
2025-05-18;Dengue;RS;PORTO ALEGRE;18
2025-05-18;Dengue;MG;CONTAGEM;1
2025-05-18;Dengue;DF;BRASILIA;3
2025-05-18;Dengue;BA;SALVADOR;4
2025-05-18;Dengue;RJ;NITEROI;1
2025-05-18;Dengue;RJ;DUQUE DE CAXIAS;1
2025-05-18;Dengue;MG;JUIZ DE FORA;2
2025-05-18;Dengue;SP;OSASCO;3
2025-05-18;Dengue;RS;PASSO FUNDO;1
2025-05-18;Dengue;PR;MARINGA;1
2025-05-18;Dengue;RS;SANTA MARIA;1
2025-05-18;Dengue;MG;SACRAMENTO;1
2025-05-18;Dengue;RS;SANTANA DO LIVRAMENTO;1
2025-05-18;Dengue;MG;UBERLANDIA;1
2025-05-18;Dengue;SP;SAO PAULO;28
2025-05-18;Dengue;SP;COTIA;1
2025-05-18;Dengue;MG;BELO HORIZONTE;6
2025-05-18;Dengue;PA;BELEM;2
2025-05-18;Dengue;RJ;RIO DE JANEIRO;7
2025-05-18;Dengue;SC;ARARANGUA;1
2025-05-18;Dengue;SP;JABOTICABAL;1
2025-05-18;Dengue;PR;ADRIANOPOLIS;1
2025-05-19;Dengue;MG;BELO HORIZONTE;6
2025-05-19;Dengue;RS;PORTO ALEGRE;15
2025-05-19;Dengue;PR;MARINGA;4
2025-05-19;Dengue;RS;CAXIAS DO SUL;2
2025-05-19;Dengue;RS;SAPUCAIA DO SUL;1
2025-05-19;Dengue;MG;JUIZ DE FORA;1
2025-05-19;Dengue;BA;SANTO AMARO;1
2025-05-19;Dengue;PA;BELEM;4
2025-05-19;Dengue;RS;SAO PEDRO DO SUL;3
2025-05-19;Dengue;PR;ADRIANOPOLIS;1
2025-05-19;Dengue;RS;VALE REAL;1
2025-05-19;Dengue;PB;CAMPINA GRANDE;1
2025-05-19;Dengue;RS;CACHOEIRINHA;1
2025-05-19;Dengue;RS;VERA CRUZ;1
2025-05-19;Dengue;RS;VENANCIO AIRES;1
2025-05-19;Dengue;RJ;NITEROI;3
2025-05-19;Dengue;SP;SAO PAULO;64
2025-05-19;Dengue;RJ;PIRAI;1
2025-05-19;Dengue;RJ;RIO DE JANEIRO;15
2025-05-19;Dengue;GO;CAMPO ALEGRE DE GOIAS;1
2025-05-19;Dengue;BA;SALVADOR;6
2025-05-19;Dengue;SP;OSASCO;9
2025-05-19;Dengue;SP;BARUERI;2
2025-05-19;Dengue;SP;VARGEM;1
2025-05-19;Dengue;RS;CARLOS BARBOSA;3
2025-05-19;Dengue;DF;BRASILIA;10
2025-05-19;Dengue;RS;ALVORADA;3
2025-05-19;Dengue;RS;IJUI;1
2025-05-19;Dengue;PR;PINHAIS;1
2025-05-19;Dengue;MG;UBERLANDIA;1
2025-05-19;Dengue;PR;CURITIBA;3
2025-05-19;Dengue;SP;RIBEIRAO PRETO;2
2025-05-19;Dengue;MG;TEOFILO OTONI;1
2025-05-19;Dengue;MG;NOVA LIMA;2
2025-05-19;Dengue;SC;SOMBRIO;1
2025-05-19;Dengue;SP;SANTO ANDRE;1
2025-05-20;Dengue;RS;CANOAS;7
2025-05-20;Dengue;RR;BOA VISTA;1
2025-05-20;Dengue;RS;IJUI;2
2025-05-20;Dengue;SP;BARRA BONITA;1
2025-05-20;Dengue;SP;SAO PAULO;34
2025-05-20;Dengue;RJ;MAGE;1
2025-05-20;Dengue;SP;OSASCO;4
2025-05-20;Dengue;RS;GRAMADO;1
2025-05-20;Dengue;BA;SALVADOR;11
2025-05-20;Dengue;DF;BRASILIA;5
2025-05-20;Dengue;RS;SANTA CRUZ DO SUL;1
2025-05-20;Dengue;SP;FRANCO DA ROCHA;1
2025-05-20;Dengue;SP;BARUERI;1
2025-05-20;Dengue;RS;SAO SEPE;1
