access_state,access_city,year_access,count_physician
MG,ENTRE FOLHAS,2024,11
MG,SANTA RITA DE MINAS,2022,12
PR,ARAUCARIA,2023,362
MG,LAGOA SANTA,2021,352
CE,JAGUARIBARA,2022,21
ES,AFONSO CLAUDIO,2022,32
PR,ITAMBE,2022,24
BA,SIMOES FILHO,2023,154
MG,SANTA JULIANA,2021,26
SP,POA,2021,184
MG,CONFINS,2024,34
BA,CATURAMA,2023,16
SC,ABDON BATISTA,2024,4
MG,MATIAS BARBOSA,2024,27
RS,CORONEL BICACO,2023,17
RS,SANTA CRUZ DO SUL,2022,456
PR,PIRAQUARA,2021,557
MG,UBERLANDIA,2021,2225
SC,SANTA CECILIA,2024,21
SP,PITANGUEIRAS,2024,83
MG,VARGEM ALEGRE,2022,15
MG,ENTRE FOLHAS,2021,32
PB,TAPEROA,2024,15
RN,VERA CRUZ,2024,18
RS,CAMBARA DO SUL,2023,11
MS,PONTAL,2022,5
PE,SAO PAULO,2021,4
GO,GOIANDIRA,2023,33
RS,CANDELARIA,2022,50
CE,MORADA NOVA,2021,182
SP,PONTAL,2021,199
PB,SOLEDADE,2022,41
MG,PADRE PARAISO,2023,27
RS,VERA CRUZ,2023,95
RS,FORTALEZA DOS VALOS,2022,8
AL,SAO PAULO,2024,9
RS,CAMPESTRE DA SERRA,2023,2
MG,JUIZ DE FORA,2024,1582
PR,FLORAI,2024,6
SP,JABOTICABAL,2024,176
SP,VARGEM GRANDE PAULISTA,2023,84
PR,QUATRO BARRAS,2024,27
PB,CATURITE,2022,23
AL,BARRA DE SAO MIGUEL,2023,33
MG,ALVARENGA,2021,19
PR,UNIFLOR,2022,3
GO,SANTA ISABEL,2024,20
RS,PINTO BANDEIRA,2024,15
MG,PRATA,2023,44
RS,PASSO FUNDO,2023,661
SP,SAO CAETANO DO SUL,2022,1003
RJ,NITEROI,2021,3399
SP,SAO BERNARDO DO CAMPO,2021,2874
SP,CARAPICUIBA,2023,910
SP,DIADEMA,2023,560
PB,ALAGOA NOVA,2024,13
RS,CARLOS BARBOSA,2021,79
SC,BALNEARIO ARROIO DO SILVA,2023,25
PR,ASTORGA,2023,26
MG,RIO ACIMA,2023,20
MG,SAO FRANCISCO DE PAULA,2021,7
MG,CARMOPOLIS DE MINAS,2022,43
RS,PANAMBI,2021,150
PE,GOIANA,2024,176
SP,FERRAZ DE VASCONCELOS,2021,482
BA,SAO PAULO,2024,3
CE,PEREIRO,2022,53
MG,ESMERALDAS,2021,213
BA,RIO DE CONTAS,2024,19
PB,ALAGOA NOVA,2021,27
MG,FLORESTAL,2023,24
MG,SAO JOSE DO DIVINO,2023,4
PB,AREIA,2024,16
PR,MANDAGUARI,2024,172
MG,MATEUS LEME,2021,134
SC,AGUA DOCE,2024,17
SC,PARAISO,2021,16
PB,SAO VICENTE DO SERIDO,2023,18
SP,BELEM,2022,16
RS,NOVA BASSANO,2023,30
SC,GUARACIABA,2022,18
GO,DAVINOPOLIS,2023,12
SP,TABOAO DA SERRA,2023,721
MG,ARANTINA,2024,36
RS,VENANCIO AIRES,2021,218
RJ,PIRAI,2021,126
RS,NOVA ARACA,2022,45
RJ,ITAGUAI,2021,482
RS,CAMPOS BORGES,2023,19
MG,TAQUARACU DE MINAS,2021,92
SC,PASSO DE TORRES,2021,20
RJ,ENGENHEIRO PAULO DE FRONTIN,2024,8
SC,SANTA MARIA,2024,7
ES,SANTA LEOPOLDINA,2021,8
RS,SANTA CRUZ DO SUL,2021,518
MG,CONTAGEM,2021,3642
RS,CANOAS,2021,1810
SP,SERTAOZINHO,2024,318
RS,SAPUCAIA DO SUL,2024,492
RS,SANTA TEREZA,2023,8
SP,MONTE ALTO,2021,49
CE,JAGUARIBE,2023,147
SP,JUQUITIBA,2023,215
BA,BELMONTE,2021,17
MG,JABOTICATUBAS,2022,15
PR,ANGULO,2024,27
PR,INDIANOPOLIS,2023,11
RS,SAO FRANCISCO DE PAULA,2023,72
AL,BELEM,2022,6
MG,SAO SEBASTIAO DO ANTA,2023,5
MG,BIAS FORTES,2024,5
RS,PINHEIRINHO DO VALE,2023,5
MG,SAO SEBASTIAO DO ANTA,2024,15
RS,RODEIO BONITO,2024,45
MG,SETUBINHA,2024,35
RS,IBIRUBA,2024,208
PR,CAMPO LARGO,2024,287
ES,AFONSO CLAUDIO,2023,29
MG,FLORESTAL,2024,10
RS,SALTO DO JACUI,2021,9
MG,MATEUS LEME,2022,38
SP,FRANCO DA ROCHA,2022,274
ES,MARECHAL FLORIANO,2021,41
AL,BARRA DE SAO MIGUEL,2022,35
RS,NOVA ARACA,2024,5
CE,POTIRETAMA,2022,11
RS,JAGUARI,2021,25
MG,SABARA,2023,228
PR,CAMPO LARGO,2021,579
MG,SIMAO PEREIRA,2024,13
RS,MATO LEITAO,2022,14
RS,ESTEIO,2022,311
CE,QUIXERE,2023,49
MG,CARAI,2021,12
PR,DOUTOR CAMARGO,2023,6
RS,CORONEL PILAR,2022,9
RJ,PINHEIRAL,2023,39
SP,SAO LOURENCO DA SERRA,2024,5
RS,NOVA BASSANO,2022,35
SP,FRANCO DA ROCHA,2024,157
MG,BOM JESUS DA PENHA,2021,16
RN,CARAUBAS,2021,35
RS,QUARAI,2023,9
BA,SANTO ANDRE,2022,6
MG,LASSANCE,2022,6
RS,CACHOEIRINHA,2024,257
AM,AUTAZES,2022,62
RS,CACEQUI,2021,16
ES,GUACUI,2023,64
RJ,QUEIMADOS,2021,372
MG,CAMPINA VERDE,2022,117
RS,SAO MARCOS,2023,57
PB,BOQUEIRAO,2021,35
MG,CONCEICAO DAS ALAGOAS,2021,115
BA,SIMOES FILHO,2024,52
SC,CAPINZAL,2024,41
PR,CONTENDA,2024,22
RS,FLORES DA CUNHA,2022,85
RS,SOLEDADE,2022,298
SP,SAO LOURENCO DA SERRA,2021,24
MG,PIEDADE DOS GERAIS,2024,31
RS,HULHA NEGRA,2022,11
SC,BALNEARIO GAIVOTA,2022,30
MG,CAMPO FLORIDO,2023,8
ES,SANTA LEOPOLDINA,2023,17
MG,VARZEA DA PALMA,2021,25
MG,FORTALEZA DE MINAS,2021,4
RJ,DUQUE DE CAXIAS,2024,898
PA,SANTA BARBARA DO PARA,2021,76
PB,ESPERANCA,2023,90
MG,SAO JOSE DA LAPA,2022,100
SP,BARRINHA,2023,29
MG,INDIANOPOLIS,2023,20
RS,VENANCIO AIRES,2024,146
RS,SANTANA DO LIVRAMENTO,2023,35
SC,BALNEARIO GAIVOTA,2021,17
MG,NOVA LIMA,2022,813
RS,AMETISTA DO SUL,2023,18
PR,SANTA HELENA,2021,42
PR,PIRAQUARA,2024,129
PR,BALSA NOVA,2021,39
SP,CAIEIRAS,2021,98
SC,LACERDOPOLIS,2024,3
PB,CARAUBAS,2021,6
MG,LIBERDADE,2022,5
CE,ERERE,2023,4
RS,SANTA MARIA,2022,850
PR,TURVO,2023,11
RS,FARROUPILHA,2021,189
RS,SILVEIRA MARTINS,2021,8
RS,ALVORADA,2021,41
MA,SAO PAULO,2021,2
PR,SAO JOSE DOS PINHAIS,2022,1032
RJ,DUQUE DE CAXIAS,2022,1746
PB,SERTAOZINHO,2024,17
MG,ITAGUARA,2023,121
RS,VIAMAO,2024,422
SP,FRANCISCO MORATO,2023,233
RS,ALVORADA,2022,4814
RS,SAPUCAIA DO SUL,2021,1349
PR,MANDAGUARI,2023,65
SC,LUZERNA,2024,11
RS,VALE REAL,2024,7
BA,TAPEROA,2023,13
SP,ITAPECERICA DA SERRA,2021,468
RS,SANTANA DO LIVRAMENTO,2024,49
RS,JARI,2021,3
MG,SALVADOR,2021,36
RS,SAO VALENTIM DO SUL,2021,4
SP,FRANCISCO MORATO,2024,314
RJ,MESQUITA,2021,540
SC,PASSO DE TORRES,2024,24
RJ,MARICA,2023,361
PA,BENEVIDES,2021,251
MG,RIO ACIMA,2024,18
BA,CANDEIAS,2021,136
SP,POA,2023,184
ES,ITARANA,2024,13
RS,BOA VISTA DAS MISSOES,2024,5
MG,SAO DOMINGOS DAS DORES,2024,18
RJ,TANGUA,2021,33
RS,PALMARES DO SUL,2022,26
RS,ELDORADO DO SUL,2022,226
PA,BUJARU,2021,7
RS,PROTASIO ALVES,2022,5
AL,ATALAIA,2022,7
RJ,MAGE,2024,222
PR,SARANDI,2023,315
SP,PRADOPOLIS,2022,38
RS,AJURICABA,2021,13
AM,PRESIDENTE FIGUEIREDO,2024,25
SP,RIO GRANDE DA SERRA,2023,222
MG,CANAPOLIS,2024,39
RS,HULHA NEGRA,2021,5
MG,SAO JOAO DO MANTENINHA,2022,7
MG,ATALEIA,2023,29
PB,TAVARES,2023,26
PR,INDIANOPOLIS,2024,2
MG,GUARACIABA,2022,12
SC,LUZERNA,2021,44
RS,SAPUCAIA DO SUL,2023,313
MG,JUATUBA,2022,86
MG,ITAOBIM,2021,34
PR,SANTA HELENA,2023,69
MG,ANDRELANDIA,2024,61
RJ,QUEIMADOS,2024,467
MG,POTE,2024,19
BA,POJUCA,2022,24
MG,SAO FELIX DE MINAS,2023,14
MG,SAO FELIX DE MINAS,2021,11
RS,VICTOR GRAEFF,2023,4
SP,JUQUITIBA,2024,12
RJ,PINHEIRAL,2022,32
PR,ALMIRANTE TAMANDARE,2022,217
RS,TIO HUGO,2023,11
ES,LINHARES,2024,277
SC,TURVO,2021,81
MG,CARMO DO RIO CLARO,2021,46
SP,JABOTICABAL,2021,144
RS,PASSO DO SOBRADO,2022,19
ES,MARECHAL FLORIANO,2023,29
SC,ERVAL VELHO,2023,10
SP,SERRA AZUL,2023,10
RJ,QUATIS,2024,23
RS,PONTAO,2023,5
MG,SANTA LUZIA,2024,497
SP,SERTAOZINHO,2023,373
MG,UBERABA,2023,1117
RS,SEBERI,2023,38
RR,BOA VISTA,2024,782
BA,RIO DO PIRES,2022,18
RS,ERVAL SECO,2024,7
AM,AUTAZES,2023,35
SP,JABOTICABAL,2022,162
BA,SAO SEBASTIAO DO PASSE,2024,38
GO,IPAMERI,2022,49
PR,NOVA ESPERANCA,2021,50
MG,CATUJI,2021,11
MG,PAVAO,2024,9
SP,PONTAL,2023,44
CE,PALHANO,2022,10
PA,BELEM,2024,7004
MG,RIBEIRAO DAS NEVES,2023,617
RS,CANDIOTA,2021,25
RS,NOVA PETROPOLIS,2022,83
SC,LACERDOPOLIS,2022,4
BA,CANAPOLIS,2022,8
SP,SAO SIMAO,2021,53
ES,SAO PAULO,2023,12
RS,RONDA ALTA,2022,19
RS,ANTONIO PRADO,2021,44
MG,SALVADOR,2024,7
SP,BARUERI,2024,1455
MG,UBERABA,2021,1627
PR,LAPA,2021,518
SP,EMBU DAS ARTES,2024,260
RJ,SAO JOAO DE MERITI,2023,347
MG,BOM JESUS DO GALHO,2022,27
SC,TIMBE DO SUL,2023,15
MG,BURITIZEIRO,2024,7
BA,SAUBARA,2021,42
RS,PINHEIRO MACHADO,2023,41
SP,LUPERCIO,2022,16
RR,BONFIM,2022,7
BA,SAO SEBASTIAO DO PASSE,2023,13
PB,ITATUBA,2022,16
MG,CENTRALINA,2023,34
PB,MASSARANDUBA,2021,13
MG,VERMELHO NOVO,2024,12
RS,SANTA TEREZA,2024,5
MG,NOVO ORIENTE DE MINAS,2021,12
SP,RIBEIRAO PRETO,2023,2897
RJ,QUATIS,2023,40
GO,CATALAO,2021,135
RS,NICOLAU VERGUEIRO,2021,10
PB,MONTADAS,2022,6
PR,MANDAGUACU,2021,36
PB,REMIGIO,2022,19
AM,MANAUS,2024,4610
SP,OSASCO,2021,3354
RJ,BARRA DO PIRAI,2022,199
MG,SABARA,2021,593
CE,MORADA NOVA,2024,78
BA,MATA DE SAO JOAO,2022,72
SP,TABOAO DA SERRA,2022,1044
PR,FLORESTA,2024,43
ES,ALEGRE,2022,53
ES,IBIRACU,2023,43
RJ,SAO FIDELIS,2024,55
MG,CANAPOLIS,2023,204
SC,SOMBRIO,2022,67
PE,FLORESTA,2023,36
MG,BOM JESUS DO GALHO,2023,48
CE,QUIXERE,2022,34
MG,MONTE ALEGRE DE MINAS,2021,39
RR,ALTO ALEGRE,2023,11
PR,QUATRO BARRAS,2021,70
BA,ITAMBE,2021,14
SC,ERVAL VELHO,2024,13
MG,CARAI,2024,24
RS,VERA CRUZ,2021,11
RS,CANELA,2024,225
SC,SANTA ROSA DO SUL,2022,8
PA,VIGIA,2023,142
SP,VARGEM GRANDE PAULISTA,2021,168
PR,IVATUBA,2022,16
PB,ESPERANCA,2024,27
MG,PRATA,2021,96
PR,ASTORGA,2024,42
MS,PONTAL,2024,20
PB,POCINHOS,2023,14
SP,SANTO AMARO,2022,1
PA,SAO CAETANO DE ODIVELAS,2021,33
RS,FELIZ,2022,51
PR,BOCAIUVA DO SUL,2021,16
SP,SERRA AZUL,2021,9
RS,TAVARES,2023,2
RS,VISTA ALEGRE DO PRATA,2023,7
SP,MOGI DAS CRUZES,2021,1968
MG,CASCALHO RICO,2023,11
PR,ADRIANOPOLIS,2021,5
RN,SANTA MARIA,2023,9
MG,DELFINOPOLIS,2021,13
PB,SANTA HELENA,2022,2
RS,PALMARES DO SUL,2024,20
SP,OSASCO,2022,3202
PR,SAO JOSE DOS PINHAIS,2023,689
MA,SANTA LUZIA,2021,44
PR,LAPA,2023,120
RS,VENANCIO AIRES,2023,154
BA,TERRA NOVA,2021,11
SP,QUINTANA,2022,4
RS,BARAO,2022,25
RS,GLORINHA,2022,6
SC,JACINTO MACHADO,2021,6
PB,GADO BRAVO,2024,29
MG,NOVA MODICA,2023,24
SC,SAO JOAO DO OESTE,2023,6
RS,VALE REAL,2021,2
RS,TOROPI,2021,7
MG,CAMPANARIO,2023,4
ES,APIACA,2024,6
AM,MANAUS,2023,3973
PE,GOIANA,2022,195
CE,LIMOEIRO DO NORTE,2023,167
PR,PIEN,2024,56
PR,PINHAIS,2023,476
ES,RIO BANANAL,2024,41
RO,NOVA UNIAO,2023,7
RS,VERA CRUZ,2022,60
SP,BARRINHA,2021,88
PB,SOLEDADE,2021,55
RS,LAGOA DOS TRES CANTOS,2021,17
PR,CAMPO DO TENENTE,2022,10
PR,QUATRO BARRAS,2023,18
RJ,MESQUITA,2022,663
MG,RAUL SOARES,2023,91
RS,LIBERATO SALZANO,2022,4
RJ,RESENDE,2022,304
SP,JANDIRA,2024,375
MG,ITAGUARA,2022,133
RS,VILA FLORES,2022,15
RS,BOA VISTA DAS MISSOES,2021,10
SP,GUARAREMA,2023,46
RS,QUINZE DE NOVEMBRO,2022,17
RS,PEDRAS ALTAS,2024,6
AM,CAREIRO,2024,13
SP,PIRAPORA DO BOM JESUS,2023,54
SC,GUARUJA DO SUL,2024,8
RS,CAMBARA DO SUL,2024,11
SP,SANTA ISABEL,2024,83
SC,JABORA,2022,8
RJ,GUAPIMIRIM,2022,199
MG,IBIAI,2022,5
MG,SACRAMENTO,2022,31
RS,CANDELARIA,2024,66
BA,DIAS DAVILA,2023,77
RS,NOVA PALMA,2023,4
SP,DIADEMA,2024,725
MG,TUPACIGUARA,2024,19
RS,GRAMADO,2022,333
SP,ORIENTE,2022,21
PE,TERRA NOVA,2022,44
PA,SANTO ANTONIO DO TAUA,2022,26
SP,JUQUITIBA,2022,19
MG,SAO JOSE DO DIVINO,2021,6
RS,FREDERICO WESTPHALEN,2024,111
PA,MARITUBA,2024,164
MG,RIBEIRAO DAS NEVES,2024,256
MG,CRUCILANDIA,2024,108
SC,PRAIA GRANDE,2023,13
BA,DIAS DAVILA,2021,221
RS,SANTO AUGUSTO,2022,31
MG,CONCEICAO DAS ALAGOAS,2023,93
BA,DOM BASILIO,2022,7
PR,CURITIBA,2024,10709
SP,FRANCISCO MORATO,2021,560
SP,BATATAIS,2021,127
MG,CAETE,2022,72
RS,SAO JORGE,2021,4
MG,SANTA RITA DE JACUTINGA,2023,11
RS,CATUIPE,2024,36
PR,FAZENDA RIO GRANDE,2023,320
MG,JUATUBA,2024,141
SP,RIBEIRAO PRETO,2021,4114
RS,ALEGRETE,2024,106
SP,SERRANA,2023,180
RS,FORTALEZA DOS VALOS,2023,4
MG,SAO JOSE DA BARRA,2023,22
RJ,NILOPOLIS,2021,806
MG,NANUQUE,2022,73
MG,ARAGUARI,2024,251
MG,RAPOSOS,2022,41
RJ,JAPERI,2022,169
GO,CUMARI,2021,35
ES,ARACRUZ,2021,197
RS,CONDOR,2023,10
BA,DOM BASILIO,2024,6
MG,TUPACIGUARA,2023,34
BA,SALVADOR,2022,10372
RJ,DUQUE DE CAXIAS,2023,1157
MG,SANTA LUZIA,2022,961
MG,SANTOS DUMONT,2022,69
RS,GUAIBA,2022,309
RJ,ITABORAI,2022,439
PB,ESPERANCA,2021,96
MG,CANDEIAS,2024,5
RS,GRAMADO,2023,261
RS,IJUI,2021,190
BA,MADRE DE DEUS,2024,33
SP,CAJAMAR,2021,160
SP,OCAUCU,2023,8
BA,POJUCA,2023,50
PB,ALAGOA NOVA,2023,56
MG,EWBANK DA CAMARA,2022,11
PA,SAO CAETANO DE ODIVELAS,2022,9
RJ,CARDOSO MOREIRA,2022,18
PR,CATANDUVAS,2022,17
CE,PALHANO,2021,13
RS,CANDIOTA,2022,20
CE,RUSSAS,2022,154
MG,ITAGUARA,2024,107
RS,RESTINGA SECA,2022,44
PR,CAMPINA GRANDE DO SUL,2023,55
ES,IUNA,2022,47
MG,PIEDADE DOS GERAIS,2023,24
PR,MANDAGUARI,2022,71
GO,TRES RANCHOS,2022,9
SP,CAMPOS NOVOS PAULISTA,2021,4
RS,CAXIAS DO SUL,2021,2467
RR,BOA VISTA,2022,479
SP,SUZANO,2022,579
PB,QUEIMADAS,2021,19
PR,SARANDI,2024,138
MG,IGARAPE,2022,88
PB,ITATUBA,2024,14
BA,SAO SEBASTIAO DO PASSE,2022,50
BA,TERRA NOVA,2023,8
RS,ALEGRETE,2021,110
RS,URUGUAIANA,2023,92
SC,PARAISO,2022,29
PR,ARAUCARIA,2024,284
RS,FAXINAL DO SOTURNO,2021,25
MG,IBIRITE,2021,329
RS,VERANOPOLIS,2023,89
RS,TUPANCIRETA,2023,25
MG,PADRE PARAISO,2021,19
MG,LIMA DUARTE,2022,29
RS,PINHAL,2021,6
SC,PALMA SOLA,2021,11
SP,SAO PAULO,2022,43050
MG,NOVA LIMA,2023,898
PR,ITAPERUCU,2022,16
MG,INHAPIM,2021,37
RS,CRUZ ALTA,2023,140
RS,URUGUAIANA,2022,142
PR,NOVA AURORA,2022,15
BA,POJUCA,2021,11
MG,ITAMBACURI,2021,33
SP,BARRA BONITA,2023,69
RS,SALTO DO JACUI,2022,12
PR,FLORAI,2022,8
RS,CORONEL BICACO,2022,16
MG,CAETE,2023,7
SP,RIO CLARO,2021,189
RS,CAXIAS DO SUL,2023,927
RJ,NILOPOLIS,2024,331
SP,VARGEM GRANDE PAULISTA,2022,100
SC,SOMBRIO,2023,112
PE,CACHOEIRINHA,2022,14
PB,SANTA HELENA,2021,23
PR,BALSA NOVA,2022,25
SP,PRADOPOLIS,2021,47
PR,TIJUCAS DO SUL,2023,7
PR,MUNHOZ DE MELO,2023,20
PB,PUXINANA,2021,10
AL,ATALAIA,2024,36
PR,ITAPERUCU,2021,10
PB,TAVARES,2022,25
SP,SAO BERNARDO DO CAMPO,2023,2132
MG,SAO JOAQUIM DE BICAS,2023,73
AM,IRANDUBA,2021,194
MG,ARANTINA,2021,4
MG,CAMPINA VERDE,2023,102
RS,SINIMBU,2022,3
RJ,JAPERI,2024,40
MG,ITAOBIM,2023,51
CE,POTIRETAMA,2023,3
PA,VIGIA,2024,145
MG,PAVAO,2021,15
AM,RIO PRETO DA EVA,2023,11
MG,PONTO DOS VOLANTES,2024,20
RS,NOVA SANTA RITA,2024,67
CE,JAGUARIBE,2024,126
MG,BRUMADINHO,2024,208
CE,TABULEIRO DO NORTE,2022,56
TO,ALVORADA,2024,23
RS,SANTA BARBARA DO SUL,2022,16
RJ,GUAPIMIRIM,2021,331
RS,ARROIO DOS RATOS,2021,40
PR,CAMPINA GRANDE DO SUL,2021,170
RS,CARLOS BARBOSA,2023,89
RS,FLORES DA CUNHA,2024,33
BA,SAUBARA,2022,26
MG,LADAINHA,2024,10
PA,COLARES,2022,3
RS,CANOAS,2022,2164
SP,FERRAZ DE VASCONCELOS,2024,333
SP,PRAIA GRANDE,2022,1142
RS,PALMITINHO,2024,11
MG,MALACACHETA,2022,29
SP,DUMONT,2024,49
SP,GETULINA,2024,25
MG,VARGEM ALEGRE,2023,6
RS,COXILHA,2022,22
MG,CARAI,2023,14
MG,CENTRAL DE MINAS,2021,7
RS,RONDA ALTA,2021,22
MG,GUARACIABA,2023,14
RJ,SAQUAREMA,2022,124
SP,ECHAPORA,2022,6
BA,BELMONTE,2022,24
PR,PINHAIS,2021,571
SP,MONTE ALTO,2022,110
RS,MARIANA PIMENTEL,2023,8
MG,IBIRITE,2024,21
MG,PIRACEMA,2021,15
AM,IRANDUBA,2022,30
MG,CONCEICAO DAS ALAGOAS,2024,17
ES,SANTA MARIA DE JETIBA,2024,191
RS,SAO FRANCISCO DE PAULA,2021,57
SP,RIO CLARO,2022,254
SP,MARILIA,2021,781
RJ,ITABORAI,2024,263
SC,PALMA SOLA,2023,5
RS,RIO PARDO,2021,132
SP,ALVARO DE CARVALHO,2023,4
RS,PALMITINHO,2021,14
SP,LUIS ANTONIO,2021,46
PB,ALAGOA GRANDE,2023,93
BA,JUSSIAPE,2024,44
RS,SINIMBU,2024,5
MG,ARAPORA,2021,55
SP,LUIS ANTONIO,2023,5
MG,SAO JOAO BATISTA DO GLORIA,2024,14
PB,LAGOA SECA,2022,9
SC,ANCHIETA,2022,4
BA,ABAIRA,2024,18
MG,ALPINOPOLIS,2021,39
RJ,CAMPOS DOS GOYTACAZES,2022,776
ES,LINHARES,2023,284
SP,BARUERI,2021,1935
MG,VESPASIANO,2021,669
MG,JUATUBA,2021,179
RS,SOLEDADE,2024,84
ES,MARECHAL FLORIANO,2022,73
PR,AGUDOS DO SUL,2023,24
MG,FREI GASPAR,2023,5
MG,SABARA,2022,404
RS,SAO SEPE,2023,12
RS,CATUIPE,2021,27
BA,TAPEROA,2021,19
SP,TABOAO DA SERRA,2024,672
SP,COTIA,2023,788
ES,MARECHAL FLORIANO,2024,30
PR,COLOMBO,2022,820
PB,SANTA LUZIA,2024,53
PA,SANTA BARBARA DO PARA,2023,33
PR,AGUDOS DO SUL,2022,19
PB,ALCANTIL,2023,4
SP,BELO HORIZONTE,2021,43
MG,IBIRACI,2024,31
PR,FLORESTA,2023,35
SC,GUARACIABA,2021,14
MG,CASSIA,2022,66
PR,RIO BRANCO DO SUL,2022,66
PB,REMIGIO,2021,18
RS,JABOTICABA,2024,20
SP,CAMPOS NOVOS PAULISTA,2024,7
RS,SANTO AUGUSTO,2023,21
SC,SAO JOAO DO OESTE,2021,12
RJ,RIO DE JANEIRO,2022,26263
SP,CAIEIRAS,2023,194
RJ,VOLTA REDONDA,2023,1012
MG,CANAPOLIS,2021,54
BA,RIO DO PIRES,2021,15
ES,GUACUI,2022,41
PE,CACHOEIRINHA,2021,13
TO,ALVORADA,2021,32
BA,RIO DO PIRES,2023,36
ES,SAO PAULO,2022,8
RS,JABOTICABA,2023,31
BA,MATA DE SAO JOAO,2021,105
MG,MANTENA,2024,61
CE,RUSSAS,2024,102
PR,FLORIDA,2022,87
RS,ELDORADO DO SUL,2023,88
TO,BELO HORIZONTE,2022,1
CE,ALTO SANTO,2024,26
BA,CATU,2021,47
PR,CERRO AZUL,2023,22
RS,CAPIVARI DO SUL,2023,8
BA,DOM BASILIO,2023,7
SP,FERRAZ DE VASCONCELOS,2022,406
BA,SANTO AMARO,2024,43
ES,ANCHIETA,2021,54
ES,SANTA MARIA DE JETIBA,2022,90
MG,IGARAPE,2021,416
RJ,PARACAMBI,2021,106
MG,CASSIA,2023,40
AL,ATALAIA,2021,29
SC,IPORA DO OESTE,2023,13
RS,LIBERATO SALZANO,2023,11
MG,SIMAO PEREIRA,2022,21
RS,PORTO ALEGRE,2022,9602
PB,QUEIMADAS,2024,58
MG,TEOFILO OTONI,2024,238
SP,LUIS ANTONIO,2022,6
RJ,SAO FRANCISCO DE ITABAPOANA,2021,39
SP,MONTE ALTO,2024,84
PB,TAPEROA,2021,21
MG,BOM JESUS DA PENHA,2023,15
RS,PINHAL GRANDE,2024,8
CE,QUIXERE,2021,27
SC,ABDON BATISTA,2022,61
MG,PASSA TEMPO,2021,19
PB,ASSUNCAO,2023,6
PE,TERRA NOVA,2023,6
GO,CUMARI,2022,5
RS,JULIO DE CASTILHOS,2022,40
MG,PIRACEMA,2023,61
ES,IBATIBA,2024,59
RS,CANDIOTA,2024,22
MG,RAPOSOS,2023,10
MG,ANDRELANDIA,2022,22
MG,SAO JOAO BATISTA DO GLORIA,2022,15
BA,SAUBARA,2024,11
CE,SAO JOAO DO JAGUARIBE,2022,13
ES,BOM JESUS DO NORTE,2022,10
SP,ITAPEVI,2021,555
RS,PASSO FUNDO,2021,1370
MA,SANTA HELENA,2021,189
MG,SAO JOAO DO MANTENINHA,2021,28
MG,PADRE PARAISO,2022,18
PB,AROEIRAS,2023,24
RJ,SAQUAREMA,2024,212
RS,RODEIO BONITO,2022,18
RS,PEJUCARA,2022,22
MG,NOVO ORIENTE DE MINAS,2024,10
RS,NOVA SANTA RITA,2023,54
PA,SANTO ANTONIO DO TAUA,2023,11
RS,CAMBARA DO SUL,2022,10
RS,ROSARIO DO SUL,2022,49
RS,SERTAO SANTANA,2024,6
ES,IUNA,2024,36
PB,LAGOA SECA,2024,45
ES,LINHARES,2022,483
RS,COTIPORA,2021,25
PB,POCINHOS,2021,15
ES,ITARANA,2023,27
RS,SINIMBU,2021,79
AM,MANAQUIRI,2023,5
PB,ALAGOA GRANDE,2021,21
SP,SERRA AZUL,2022,8
PB,GADO BRAVO,2023,7
MG,ITAU DE MINAS,2022,17
RJ,MENDES,2021,65
PB,TAVARES,2021,12
MG,UBERLANDIA,2023,2505
BA,ARACATU,2023,8
RS,NOVA SANTA RITA,2021,141
ES,JOAO NEIVA,2021,28
RS,MARIANA PIMENTEL,2022,16
MG,FLORESTAL,2022,21
CE,SANTO ANDRE,2021,3
ES,IBIRACU,2022,54
PA,VIGIA,2022,51
PR,CURITIBA,2021,9755
PA,MARITUBA,2022,181
MG,NANUQUE,2023,90
GO,CAMPO ALEGRE DE GOIAS,2023,8
PR,TURVO,2024,17
RN,SAO PAULO,2023,5
SP,VERA CRUZ,2021,35
RS,VICENTE DUTRA,2022,8
MG,GOIANA,2024,5
RS,AJURICABA,2022,14
AL,SAO PAULO,2021,9
BA,MALHADA DE PEDRAS,2024,28
MG,BONFIM,2023,24
RS,PICADA CAFE,2021,17
CE,JAGUARIBE,2021,108
BA,SIMOES FILHO,2022,184
PB,AROEIRAS,2024,52
ES,VENDA NOVA DO IMIGRANTE,2023,74
RS,ELDORADO DO SUL,2021,112
RS,FAGUNDES VARELA,2024,18
BA,VERA CRUZ,2024,76
MG,LIBERDADE,2023,27
SP,PIRAPORA DO BOM JESUS,2021,54
MG,CAPETINGA,2021,10
MG,SANTA BARBARA DO LESTE,2021,19
PR,ASTORGA,2021,17
ES,RIO BANANAL,2022,40
SP,GUARULHOS,2023,2684
PR,BOCAIUVA DO SUL,2023,33
MG,JUIZ DE FORA,2023,2745
PR,ARAUCARIA,2021,739
SP,ARUJA,2023,154
SC,ARARANGUA,2023,169
PR,MANDAGUACU,2023,61
AM,ITAPIRANGA,2021,14
SP,VERA CRUZ,2022,10
PB,PUXINANA,2022,13
MG,SERTAOZINHO,2021,16
ES,SOORETAMA,2024,61
PB,RIACHAO DO BACAMARTE,2021,5
MG,BURITIZEIRO,2021,24
MA,SANTA HELENA,2022,88
BA,MADRE DE DEUS,2021,31
MA,SANTO AMARO,2024,14
